,last_name,first_name,initials,affiliation,affiliation_date,publication_title,name
1078,Carreira,Erick,E,,2020-08-25,Confronting Racism in Chemistry Journals.,"Carreira, Erick"
1079,Rossen,Kai,K,,2020-08-25,Confronting Racism in Chemistry Journals.,"Rossen, Kai"
1080,Chirik,Paul,P,,2020-08-25,Confronting Racism in Chemistry Journals.,"Chirik, Paul"
1081,Miller,Scott J,SJ,,2020-08-25,Confronting Racism in Chemistry Journals.,"Miller, Scott J"
1082,Shea,Joan-Emma,JE,,2020-08-25,Confronting Racism in Chemistry Journals.,"Shea, Joan-Emma"
1083,McCoy,Anne,A,,2020-08-25,Confronting Racism in Chemistry Journals.,"McCoy, Anne"
1084,Zanni,Martin,M,,2020-08-25,Confronting Racism in Chemistry Journals.,"Zanni, Martin"
1085,Hartland,Gregory,G,,2020-08-25,Confronting Racism in Chemistry Journals.,"Hartland, Gregory"
1086,Scholes,Gregory,G,,2020-08-25,Confronting Racism in Chemistry Journals.,"Scholes, Gregory"
1087,Loo,Joseph A,JA,,2020-08-25,Confronting Racism in Chemistry Journals.,"Loo, Joseph A"
1088,Milne,James,J,,2020-08-25,Confronting Racism in Chemistry Journals.,"Milne, James"
1089,Tegen,Sarah B,SB,,2020-08-25,Confronting Racism in Chemistry Journals.,"Tegen, Sarah B"
1090,Kulp,Daniel T,DT,,2020-08-25,Confronting Racism in Chemistry Journals.,"Kulp, Daniel T"
1091,Laskin,Julia,J,,2020-08-25,Confronting Racism in Chemistry Journals.,"Laskin, Julia"
1092,Mohieldin,Ashraf M,AM,Department of Biomedical and Pharmaceutical Sciences Chapman University Irvine CA 92618 USA.,2020-08-25,Proteomic Identification Reveals the Role of Ciliary Extracellular-Like Vesicle in Cardiovascular Function.,"Mohieldin, Ashraf M"
1093,Pala,Rajasekharreddy,R,Department of Biomedical and Pharmaceutical Sciences Chapman University Irvine CA 92618 USA.,2020-08-25,Proteomic Identification Reveals the Role of Ciliary Extracellular-Like Vesicle in Cardiovascular Function.,"Pala, Rajasekharreddy"
1094,Sherpa,Rinzhin T,RT,Department of Biomedical and Pharmaceutical Sciences Chapman University Irvine CA 92618 USA.,2020-08-25,Proteomic Identification Reveals the Role of Ciliary Extracellular-Like Vesicle in Cardiovascular Function.,"Sherpa, Rinzhin T"
1095,Alanazi,Madhawi,M,Department of Biomedical and Pharmaceutical Sciences Chapman University Irvine CA 92618 USA.,2020-08-25,Proteomic Identification Reveals the Role of Ciliary Extracellular-Like Vesicle in Cardiovascular Function.,"Alanazi, Madhawi"
1096,Alanazi,Ashwaq,A,Department of Biomedical and Pharmaceutical Sciences Chapman University Irvine CA 92618 USA.,2020-08-25,Proteomic Identification Reveals the Role of Ciliary Extracellular-Like Vesicle in Cardiovascular Function.,"Alanazi, Ashwaq"
1097,Shamloo,Kiumars,K,Department of Biomedical and Pharmaceutical Sciences Chapman University Irvine CA 92618 USA.,2020-08-25,Proteomic Identification Reveals the Role of Ciliary Extracellular-Like Vesicle in Cardiovascular Function.,"Shamloo, Kiumars"
1098,Ahsan,Amir,A,"Department of Physics, Computer Science and Engineering Chapman University Orange CA 92866 USA.",2020-08-25,Proteomic Identification Reveals the Role of Ciliary Extracellular-Like Vesicle in Cardiovascular Function.,"Ahsan, Amir"
1099,AbouAlaiwi,Wissam A,WA,Department of Pharmacology and Experimental Therapeutics University of Toledo Toledo OH 43614 USA.,2020-08-25,Proteomic Identification Reveals the Role of Ciliary Extracellular-Like Vesicle in Cardiovascular Function.,"AbouAlaiwi, Wissam A"
1100,Moresco,James J,JJ,Department of Molecular Medicine The Scripps Research Institute La Jolla CA 92037 USA.,2020-08-25,Proteomic Identification Reveals the Role of Ciliary Extracellular-Like Vesicle in Cardiovascular Function.,"Moresco, James J"
1101,Yates,John R,JR,Department of Molecular Medicine The Scripps Research Institute La Jolla CA 92037 USA.,2020-08-25,Proteomic Identification Reveals the Role of Ciliary Extracellular-Like Vesicle in Cardiovascular Function.,"Yates, John R"
1102,Nauli,Surya M,SM,"Department of Biomedical and Pharmaceutical Sciences Chapman University Irvine CA 92618 USA.
Department of Medicine University of California Irvine Irvine CA 92868 USA.",2020-08-25,Proteomic Identification Reveals the Role of Ciliary Extracellular-Like Vesicle in Cardiovascular Function.,"Nauli, Surya M"
1103,Srzentić,Kristina,K,"Northwestern University, Evanston, Illinois 60208-0001, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Srzentić, Kristina"
1104,Fornelli,Luca,L,"Northwestern University, Evanston, Illinois 60208-0001, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Fornelli, Luca"
1105,Tsybin,Yury O,YO,"Spectroswiss, EPFL Innovation Park, Building I, 1015 Lausanne, Switzerland.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Tsybin, Yury O"
1106,Loo,Joseph A,JA,"University of California-Los Angeles, Los Angeles, California 90095, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Loo, Joseph A"
1107,Seckler,Henrique,H,"Northwestern University, Evanston, Illinois 60208-0001, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Seckler, Henrique"
1108,Agar,Jeffrey N,JN,"Northeastern University, Boston, Massachusetts 02115, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Agar, Jeffrey N"
1109,Anderson,Lissa C,LC,"National High Magnetic Field Laboratory, Tallahassee, Florida 32310, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Anderson, Lissa C"
1110,Bai,Dina L,DL,"University of Virginia, Charlottesville, Virginia 22901, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Bai, Dina L"
1111,Beck,Alain,A,"Centre d'immunologie Pierre Fabre, 74160 Saint-Julien-en-Genevois, France.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Beck, Alain"
1112,Brodbelt,Jennifer S,JS,"University of Texas at Austin, Austin, Texas 78712-1224, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Brodbelt, Jennifer S"
1113,van der Burgt,Yuri E M,YEM,"Leiden University Medical Centre, 2300 RC Leiden, The Netherlands.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"van der Burgt, Yuri E M"
1114,Chamot-Rooke,Julia,J,"Institute Pasteur, 75015 Paris, France.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Chamot-Rooke, Julia"
1115,Chatterjee,Sneha,S,"University of Antwerp, 2000 Antwerp, Belgium.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Chatterjee, Sneha"
1116,Chen,Yunqiu,Y,"Biogen, Inc., Cambridge, Massachusetts 02142-1031, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Chen, Yunqiu"
1117,Clarke,David J,DJ,"The University of Edinburgh, EH9 3FJ Edinburgh, United Kingdom.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Clarke, David J"
1118,Danis,Paul O,PO,"Consortium for Top-Down Proteomics, Cambridge, Massachusetts 02142, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Danis, Paul O"
1119,Diedrich,Jolene K,JK,"The Scripps Research Institute, La Jolla, California 92037, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Diedrich, Jolene K"
1120,D'Ippolito,Robert A,RA,"University of Virginia, Charlottesville, Virginia 22901, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"D'Ippolito, Robert A"
1121,Dupré,Mathieu,M,"Institute Pasteur, 75015 Paris, France.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Dupré, Mathieu"
1122,Gasilova,Natalia,N,"Ecole Polytechnique Fédérale de Lausanne, 1015 Lausanne, Switzerland.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Gasilova, Natalia"
1123,Ge,Ying,Y,"University of Wisconsin-Madison, Madison, Wisconsin 53706, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Ge, Ying"
1124,Goo,Young Ah,YA,"University of Maryland, Baltimore, Maryland 21201, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Goo, Young Ah"
1125,Goodlett,David R,DR,"University of Maryland, Baltimore, Maryland 21201, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Goodlett, David R"
1126,Greer,Sylvester,S,"University of Texas at Austin, Austin, Texas 78712-1224, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Greer, Sylvester"
1127,Haselmann,Kim F,KF,"Novo Nordisk, DK-2760 Malov, Denmark.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Haselmann, Kim F"
1128,He,Lidong,L,"National High Magnetic Field Laboratory, Tallahassee, Florida 32310, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"He, Lidong"
1129,Hendrickson,Christopher L,CL,"National High Magnetic Field Laboratory, Tallahassee, Florida 32310, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Hendrickson, Christopher L"
1130,Hinkle,Joshua D,JD,"University of Virginia, Charlottesville, Virginia 22901, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Hinkle, Joshua D"
1131,Holt,Matthew V,MV,"Baylor College of Medicine, Houston, Texas 77030-3411, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Holt, Matthew V"
1132,Hughes,Sam,S,"The University of Edinburgh, EH9 3FJ Edinburgh, United Kingdom.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Hughes, Sam"
1133,Hunt,Donald F,DF,"University of Virginia, Charlottesville, Virginia 22901, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Hunt, Donald F"
1134,Kelleher,Neil L,NL,"Northwestern University, Evanston, Illinois 60208-0001, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Kelleher, Neil L"
1135,Kozhinov,Anton N,AN,"Spectroswiss, EPFL Innovation Park, Building I, 1015 Lausanne, Switzerland.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Kozhinov, Anton N"
1136,Lin,Ziqing,Z,"University of Wisconsin-Madison, Madison, Wisconsin 53706, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Lin, Ziqing"
1137,Malosse,Christian,C,"Institute Pasteur, 75015 Paris, France.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Malosse, Christian"
1138,Marshall,Alan G,AG,"National High Magnetic Field Laboratory, Tallahassee, Florida 32310, United States.
Florida State University, Tallahassee, Florida 32310-4005, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Marshall, Alan G"
1139,Menin,Laure,L,"Ecole Polytechnique Fédérale de Lausanne, 1015 Lausanne, Switzerland.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Menin, Laure"
1140,Millikin,Robert J,RJ,"University of Wisconsin-Madison, Madison, Wisconsin 53706, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Millikin, Robert J"
1141,Nagornov,Konstantin O,KO,"Spectroswiss, EPFL Innovation Park, Building I, 1015 Lausanne, Switzerland.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Nagornov, Konstantin O"
1142,Nicolardi,Simone,S,"Leiden University Medical Centre, 2300 RC Leiden, The Netherlands.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Nicolardi, Simone"
1143,Paša-Tolić,Ljiljana,L,"Pacific Northwest National Laboratory, Richland, Washington 99354, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Paša-Tolić, Ljiljana"
1144,Pengelley,Stuart,S,"Bruker Daltonik GmbH, 28359 Bremen, Germany.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Pengelley, Stuart"
1145,Quebbemann,Neil R,NR,"University of California-Los Angeles, Los Angeles, California 90095, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Quebbemann, Neil R"
1146,Resemann,Anja,A,"Bruker Daltonik GmbH, 28359 Bremen, Germany.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Resemann, Anja"
1147,Sandoval,Wendy,W,"Genentech, Inc., South San Francisco, California 94080-4990, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Sandoval, Wendy"
1148,Sarin,Richa,R,"Biogen, Inc., Cambridge, Massachusetts 02142-1031, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Sarin, Richa"
1149,Schmitt,Nicholas D,ND,"Northeastern University, Boston, Massachusetts 02115, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Schmitt, Nicholas D"
1150,Shabanowitz,Jeffrey,J,"University of Virginia, Charlottesville, Virginia 22901, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Shabanowitz, Jeffrey"
1151,Shaw,Jared B,JB,"Pacific Northwest National Laboratory, Richland, Washington 99354, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Shaw, Jared B"
1152,Shortreed,Michael R,MR,"University of Wisconsin-Madison, Madison, Wisconsin 53706, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Shortreed, Michael R"
1153,Smith,Lloyd M,LM,"University of Wisconsin-Madison, Madison, Wisconsin 53706, United States.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Smith, Lloyd M"
1154,Sobott,Frank,F,"University of Antwerp, 2000 Antwerp, Belgium.
University of Leeds, LS2 9JT Leeds, United Kingdom.",2020-08-20,Interlaboratory Study for Characterizing Monoclonal Antibodies by Top-Down and Middle-Down Mass Spectrometry.,"Sobott, Frank"
